8/11/2020
10:51:23 AM

0, CH+=0, CH-=199, Range=0-5, y=(a-1.625)/.32
1, CH+=1, CH-=199, Range=0-5, y=(b-1.63)/.33


Time	v0	v1	y0	y1
0.206000	1.728004	1.657251	0.321886	0.082579
0.208000	1.748258	1.738203	0.385182	0.327889
0.210000	1.702685	1.738203	0.242766	0.327889
0.212000	1.596348	1.631954	-0.089538	0.005920
0.214000	1.535584	1.601597	-0.279426	-0.086071
0.216000	1.550775	1.551002	-0.231954	-0.239389
0.218000	1.697622	1.631954	0.226942	0.005920
0.220000	1.743195	1.738203	0.369358	0.327889
0.222000	1.722940	1.733144	0.306062	0.312557
0.224000	1.641921	1.677489	0.052878	0.143907
0.226000	1.540647	1.626894	-0.263602	-0.009412
0.228000	1.550775	1.561121	-0.231954	-0.208726
0.230000	1.657112	1.591478	0.100350	-0.116735
0.232000	1.738131	1.712906	0.353534	0.251230
0.234000	1.738131	1.723025	0.353534	0.281893
0.236000	1.717876	1.733144	0.290238	0.312557
0.238000	1.565966	1.657251	-0.184482	0.082579
0.240000	1.535584	1.566180	-0.279426	-0.193394
0.242000	1.586221	1.551002	-0.121186	-0.239389
0.244000	1.697622	1.667370	0.226942	0.113243
0.246000	1.738131	1.712906	0.353534	0.251230
0.248000	1.733067	1.748322	0.337710	0.358552
0.250000	1.611539	1.697727	-0.042066	0.205234
0.252000	1.540647	1.591478	-0.263602	-0.116735
0.254000	1.576093	1.581359	-0.152834	-0.147398
0.256000	1.646985	1.601597	0.068702	-0.086071
0.258000	1.733067	1.677489	0.337710	0.143907
0.260000	1.738131	1.733144	0.353534	0.312557
0.262000	1.682431	1.733144	0.179470	0.312557
0.264000	1.571030	1.616775	-0.168658	-0.040075
0.266000	1.555839	1.596537	-0.216130	-0.101403
0.268000	1.571030	1.551002	-0.168658	-0.239389
0.270000	1.717876	1.642073	0.290238	0.036584
0.272000	1.743195	1.738203	0.369358	0.327889
0.274000	1.722940	1.738203	0.306062	0.327889
0.276000	1.621666	1.657251	-0.010418	0.082579
0.278000	1.540647	1.611716	-0.263602	-0.055407
0.280000	1.540647	1.545942	-0.263602	-0.254721
0.282000	1.672303	1.606656	0.147822	-0.070739
0.284000	1.743195	1.723025	0.369358	0.281893
0.286000	1.738131	1.728084	0.353534	0.297225
0.288000	1.682431	1.728084	0.179470	0.297225
0.290000	1.550775	1.642073	-0.231954	0.036584
0.292000	1.550775	1.566180	-0.231954	-0.193394
0.294000	1.611539	1.566180	-0.042066	-0.193394
0.296000	1.733067	1.682549	0.337710	0.159239
0.298000	1.738131	1.717965	0.353534	0.266561
0.300000	1.728004	1.748322	0.321886	0.358552
0.302000	1.591284	1.682549	-0.105362	0.159239
0.304000	1.540647	1.576299	-0.263602	-0.162730
0.306000	1.565966	1.561121	-0.184482	-0.208726
0.308000	1.672303	1.631954	0.147822	0.005920
0.310000	1.738131	1.687608	0.353534	0.174570
0.312000	1.738131	1.738203	0.353534	0.327889
0.314000	1.646985	1.723025	0.068702	0.281893
0.316000	1.550775	1.606656	-0.231954	-0.070739
0.318000	1.565966	1.596537	-0.184482	-0.101403
0.320000	1.596348	1.571240	-0.089538	-0.178062
0.322000	1.728004	1.652192	0.321886	0.067248
0.324000	1.748258	1.738203	0.385182	0.327889
0.326000	1.717876	1.738203	0.290238	0.327889
0.328000	1.606475	1.642073	-0.057890	0.036584
0.330000	1.540647	1.606656	-0.263602	-0.070739
0.332000	1.550775	1.551002	-0.231954	-0.239389
0.334000	1.682431	1.621835	0.179470	-0.024743
0.336000	1.743195	1.733144	0.369358	0.312557
0.338000	1.728004	1.733144	0.321886	0.312557
0.340000	1.652048	1.687608	0.084526	0.174570
0.342000	1.550775	1.642073	-0.231954	0.036584
0.344000	1.550775	1.571240	-0.231954	-0.178062
0.346000	1.636857	1.576299	0.037054	-0.162730
0.348000	1.728004	1.697727	0.321886	0.205234
0.350000	1.743195	1.723025	0.369358	0.281893
0.352000	1.728004	1.733144	0.321886	0.312557
0.354000	1.581157	1.672430	-0.137010	0.128575
0.356000	1.530520	1.571240	-0.295250	-0.178062
0.358000	1.571030	1.551002	-0.168658	-0.239389
0.360000	1.682431	1.647132	0.179470	0.051916
0.362000	1.738131	1.702787	0.353534	0.220566
0.364000	1.722940	1.738203	0.306062	0.327889
0.366000	1.641921	1.723025	0.052878	0.281893
0.368000	1.555839	1.596537	-0.216130	-0.101403
0.370000	1.565966	1.581359	-0.184482	-0.147398
0.372000	1.611539	1.581359	-0.042066	-0.147398
0.374000	1.722940	1.657251	0.306062	0.082579
0.376000	1.743195	1.738203	0.369358	0.327889
0.378000	1.717876	1.743263	0.290238	0.343221
0.380000	1.591284	1.637013	-0.105362	0.021252
0.382000	1.550775	1.591478	-0.231954	-0.116735
0.384000	1.560902	1.556061	-0.200306	-0.224057
0.386000	1.687494	1.616775	0.195294	-0.040075
0.388000	1.743195	1.738203	0.369358	0.327889
0.390000	1.728004	1.738203	0.321886	0.327889
0.392000	1.652048	1.677489	0.084526	0.143907
0.394000	1.555839	1.631954	-0.216130	0.005920
0.396000	1.540647	1.571240	-0.263602	-0.178062
0.398000	1.636857	1.581359	0.037054	-0.147398
0.400000	1.733067	1.702787	0.337710	0.220566
0.402000	1.738131	1.728084	0.353534	0.297225
0.404000	1.712813	1.733144	0.274414	0.312557
0.406000	1.581157	1.667370	-0.137010	0.113243
0.408000	1.535584	1.581359	-0.279426	-0.147398
0.410000	1.571030	1.540883	-0.168658	-0.270053
0.412000	1.692558	1.652192	0.211118	0.067248
0.414000	1.738131	1.717965	0.353534	0.266561
0.416000	1.728004	1.733144	0.321886	0.312557
0.418000	1.631794	1.728084	0.021230	0.297225
0.420000	1.550775	1.601597	-0.231954	-0.086071
0.422000	1.560902	1.571240	-0.200306	-0.178062
0.424000	1.631794	1.601597	0.021230	-0.086071
0.426000	1.728004	1.657251	0.321886	0.082579
0.428000	1.743195	1.733144	0.369358	0.312557
0.430000	1.707749	1.743263	0.258590	0.343221
0.432000	1.581157	1.637013	-0.137010	0.021252
0.434000	1.555839	1.586418	-0.216130	-0.132066
0.436000	1.560902	1.561121	-0.200306	-0.208726
0.438000	1.677367	1.616775	0.163646	-0.040075
0.440000	1.743195	1.733144	0.369358	0.312557
0.442000	1.733067	1.743263	0.337710	0.343221
0.444000	1.631794	1.672430	0.021230	0.128575
0.446000	1.555839	1.621835	-0.216130	-0.024743
0.448000	1.545711	1.586418	-0.247778	-0.132066
0.450000	1.641921	1.581359	0.052878	-0.147398
0.452000	1.743195	1.697727	0.369358	0.205234
0.454000	1.738131	1.733144	0.353534	0.312557
0.456000	1.707749	1.723025	0.258590	0.281893
0.458000	1.581157	1.657251	-0.137010	0.082579
0.460000	1.520393	1.586418	-0.326898	-0.132066
0.462000	1.581157	1.540883	-0.137010	-0.270053
0.464000	1.702685	1.662311	0.242766	0.097911
0.466000	1.738131	1.728084	0.353534	0.297225
0.468000	1.728004	1.728084	0.321886	0.297225
0.470000	1.611539	1.723025	-0.042066	0.281893
0.472000	1.535584	1.601597	-0.279426	-0.086071
0.474000	1.565966	1.561121	-0.184482	-0.208726
0.476000	1.652048	1.616775	0.084526	-0.040075
0.478000	1.722940	1.672430	0.306062	0.128575
0.480000	1.738131	1.728084	0.353534	0.297225
0.482000	1.687494	1.743263	0.195294	0.343221
0.484000	1.571030	1.621835	-0.168658	-0.024743
0.486000	1.555839	1.581359	-0.216130	-0.147398
0.488000	1.576093	1.566180	-0.152834	-0.193394
0.490000	1.682431	1.631954	0.179470	0.005920
0.492000	1.743195	1.733144	0.369358	0.312557
0.494000	1.738131	1.753382	0.353534	0.373884
0.496000	1.606475	1.662311	-0.057890	0.097911
0.498000	1.555839	1.601597	-0.216130	-0.086071
0.500000	1.555839	1.586418	-0.216130	-0.132066
0.502000	1.652048	1.591478	0.084526	-0.116735
0.504000	1.748258	1.717965	0.385182	0.266561
0.506000	1.733067	1.738203	0.337710	0.327889
0.508000	1.677367	1.697727	0.163646	0.205234
0.510000	1.571030	1.647132	-0.168658	0.051916
0.512000	1.525456	1.581359	-0.311074	-0.147398
0.514000	1.601412	1.556061	-0.073714	-0.224057
0.516000	1.728004	1.672430	0.321886	0.128575
0.518000	1.743195	1.733144	0.369358	0.312557
0.520000	1.728004	1.728084	0.321886	0.297225
0.522000	1.591284	1.687608	-0.105362	0.174570
0.524000	1.530520	1.586418	-0.295250	-0.132066
0.526000	1.565966	1.551002	-0.184482	-0.239389
0.528000	1.677367	1.637013	0.163646	0.021252
0.530000	1.743195	1.702787	0.369358	0.220566
0.532000	1.733067	1.723025	0.337710	0.281893
0.534000	1.657112	1.738203	0.100350	0.327889
0.536000	1.560902	1.611716	-0.200306	-0.055407
0.538000	1.555839	1.576299	-0.216130	-0.162730
0.540000	1.611539	1.581359	-0.042066	-0.147398
0.542000	1.707749	1.647132	0.258590	0.051916
0.544000	1.743195	1.733144	0.369358	0.312557
0.546000	1.733067	1.748322	0.337710	0.358552
0.548000	1.591284	1.647132	-0.105362	0.051916
0.550000	1.550775	1.596537	-0.231954	-0.101403
0.552000	1.560902	1.571240	-0.200306	-0.178062
0.554000	1.667239	1.601597	0.131998	-0.086071
0.556000	1.743195	1.728084	0.369358	0.297225
0.558000	1.738131	1.743263	0.353534	0.343221
0.560000	1.652048	1.677489	0.084526	0.143907
0.562000	1.565966	1.631954	-0.184482	0.005920
0.564000	1.535584	1.591478	-0.279426	-0.116735
0.566000	1.626730	1.561121	0.005406	-0.208726
0.568000	1.733067	1.687608	0.337710	0.174570
0.570000	1.738131	1.733144	0.353534	0.312557
0.572000	1.717876	1.728084	0.290238	0.297225
0.574000	1.596348	1.667370	-0.089538	0.113243
0.576000	1.520393	1.591478	-0.326898	-0.116735
0.578000	1.571030	1.540883	-0.168658	-0.270053
0.580000	1.682431	1.647132	0.179470	0.051916
0.582000	1.738131	1.728084	0.353534	0.297225
0.584000	1.733067	1.728084	0.337710	0.297225
0.586000	1.631794	1.733144	0.021230	0.312557
0.588000	1.545711	1.606656	-0.247778	-0.070739
0.590000	1.560902	1.571240	-0.200306	-0.178062
0.592000	1.636857	1.606656	0.037054	-0.070739
0.594000	1.722940	1.667370	0.306062	0.113243
0.596000	1.743195	1.728084	0.369358	0.297225
0.598000	1.712813	1.748322	0.274414	0.358552
0.600000	1.581157	1.637013	-0.137010	0.021252
0.602000	1.545711	1.581359	-0.247778	-0.147398
0.604000	1.571030	1.571240	-0.168658	-0.178062
0.606000	1.672303	1.621835	0.147822	-0.024743
0.608000	1.743195	1.733144	0.369358	0.312557
0.610000	1.738131	1.748322	0.353534	0.358552
0.612000	1.626730	1.672430	0.005406	0.128575
0.614000	1.560902	1.611716	-0.200306	-0.055407
0.616000	1.555839	1.586418	-0.216130	-0.132066
0.618000	1.636857	1.576299	0.037054	-0.162730
0.620000	1.743195	1.702787	0.369358	0.220566
0.622000	1.738131	1.733144	0.353534	0.312557
0.624000	1.712813	1.712906	0.274414	0.251230
0.626000	1.581157	1.652192	-0.137010	0.067248
0.628000	1.530520	1.586418	-0.295250	-0.132066
0.630000	1.586221	1.545942	-0.121186	-0.254721
0.632000	1.702685	1.662311	0.242766	0.097911
0.634000	1.743195	1.728084	0.369358	0.297225
0.636000	1.733067	1.728084	0.337710	0.297225
0.638000	1.611539	1.712906	-0.042066	0.251230
0.640000	1.535584	1.601597	-0.279426	-0.086071
0.642000	1.565966	1.556061	-0.184482	-0.224057
0.644000	1.662176	1.621835	0.116174	-0.024743
0.646000	1.733067	1.682549	0.337710	0.159239
0.648000	1.743195	1.717965	0.369358	0.266561
0.650000	1.687494	1.743263	0.195294	0.343221
0.652000	1.565966	1.621835	-0.184482	-0.024743
0.654000	1.545711	1.571240	-0.247778	-0.178062
0.656000	1.586221	1.576299	-0.121186	-0.162730
0.658000	1.687494	1.637013	0.195294	0.021252
0.660000	1.743195	1.733144	0.369358	0.312557
0.662000	1.733067	1.753382	0.337710	0.373884
0.664000	1.606475	1.662311	-0.057890	0.097911
0.666000	1.555839	1.601597	-0.216130	-0.086071
0.668000	1.555839	1.581359	-0.216130	-0.147398
0.670000	1.652048	1.591478	0.084526	-0.116735
0.672000	1.743195	1.717965	0.369358	0.266561
0.674000	1.733067	1.738203	0.337710	0.327889
0.676000	1.682431	1.702787	0.179470	0.220566
0.678000	1.571030	1.637013	-0.168658	0.021252
0.680000	1.525456	1.591478	-0.311074	-0.116735
0.682000	1.596348	1.545942	-0.089538	-0.254721
0.684000	1.733067	1.667370	0.337710	0.113243
0.686000	1.738131	1.733144	0.353534	0.312557
0.688000	1.722940	1.728084	0.306062	0.297225
0.690000	1.606475	1.687608	-0.057890	0.174570
0.692000	1.525456	1.596537	-0.311074	-0.101403
0.694000	1.565966	1.545942	-0.184482	-0.254721
0.696000	1.672303	1.631954	0.147822	0.005920
0.698000	1.733067	1.712906	0.337710	0.251230
0.700000	1.738131	1.723025	0.353534	0.281893
0.702000	1.662176	1.738203	0.116174	0.327889
0.704000	1.560902	1.621835	-0.200306	-0.024743
0.706000	1.550775	1.571240	-0.231954	-0.178062
0.708000	1.616603	1.591478	-0.026242	-0.116735
0.710000	1.712813	1.657251	0.274414	0.082579
0.712000	1.743195	1.733144	0.369358	0.312557
0.714000	1.733067	1.748322	0.337710	0.358552
0.716000	1.601412	1.647132	-0.073714	0.051916
0.718000	1.545711	1.586418	-0.247778	-0.132066
0.720000	1.565966	1.576299	-0.184482	-0.162730
0.722000	1.662176	1.606656	0.116174	-0.070739
0.724000	1.743195	1.728084	0.369358	0.297225
0.726000	1.733067	1.743263	0.337710	0.343221
0.728000	1.646985	1.692668	0.068702	0.189902
0.730000	1.565966	1.621835	-0.184482	-0.024743
0.732000	1.545711	1.591478	-0.247778	-0.116735
0.734000	1.611539	1.556061	-0.042066	-0.224057
0.736000	1.738131	1.677489	0.353534	0.143907
0.738000	1.743195	1.738203	0.369358	0.327889
0.740000	1.722940	1.723025	0.306062	0.281893
0.742000	1.601412	1.667370	-0.073714	0.113243
0.744000	1.520393	1.591478	-0.326898	-0.116735
0.746000	1.576093	1.540883	-0.152834	-0.270053
0.748000	1.682431	1.642073	0.179470	0.036584
0.750000	1.743195	1.728084	0.369358	0.297225
0.752000	1.728004	1.717965	0.321886	0.266561
0.754000	1.636857	1.733144	0.037054	0.312557
0.756000	1.550775	1.616775	-0.231954	-0.040075
0.758000	1.560902	1.566180	-0.200306	-0.193394
0.760000	1.631794	1.596537	0.021230	-0.101403
0.762000	1.722940	1.667370	0.306062	0.113243
0.764000	1.743195	1.723025	0.369358	0.281893
0.766000	1.728004	1.753382	0.321886	0.373884
0.768000	1.586221	1.642073	-0.121186	0.036584
0.770000	1.540647	1.576299	-0.263602	-0.162730
0.772000	1.581157	1.576299	-0.137010	-0.162730
0.774000	1.672303	1.616775	0.147822	-0.040075
0.776000	1.743195	1.717965	0.369358	0.266561
0.778000	1.733067	1.748322	0.337710	0.358552
0.780000	1.631794	1.687608	0.021230	0.174570
0.782000	1.571030	1.606656	-0.168658	-0.070739
0.784000	1.550775	1.596537	-0.231954	-0.101403
0.786000	1.621666	1.566180	-0.010418	-0.193394
0.788000	1.738131	1.682549	0.353534	0.159239
0.790000	1.743195	1.738203	0.369358	0.327889
0.792000	1.717876	1.728084	0.290238	0.297225
0.794000	1.591284	1.652192	-0.105362	0.067248
0.796000	1.525456	1.591478	-0.311074	-0.116735
0.798000	1.565966	1.535823	-0.184482	-0.285385
0.800000	1.697622	1.642073	0.226942	0.036584
0.802000	1.738131	1.733144	0.353534	0.312557
0.804000	1.728004	1.717965	0.321886	0.266561
0.806000	1.636857	1.717965	0.037054	0.266561
0.808000	1.535584	1.616775	-0.279426	-0.040075
0.810000	1.560902	1.556061	-0.200306	-0.224057
0.812000	1.646985	1.606656	0.068702	-0.070739
0.814000	1.728004	1.687608	0.321886	0.174570
0.816000	1.743195	1.717965	0.369358	0.266561
0.818000	1.712813	1.753382	0.274414	0.373884
0.820000	1.586221	1.642073	-0.121186	0.036584
0.822000	1.540647	1.571240	-0.263602	-0.178062
0.824000	1.581157	1.571240	-0.137010	-0.178062
0.826000	1.672303	1.637013	0.147822	0.021252
0.828000	1.743195	1.723025	0.369358	0.281893
0.830000	1.728004	1.748322	0.321886	0.358552
0.832000	1.621666	1.682549	-0.010418	0.159239
0.834000	1.555839	1.596537	-0.216130	-0.101403
0.836000	1.560902	1.596537	-0.200306	-0.101403
0.838000	1.626730	1.576299	0.005406	-0.162730
0.840000	1.738131	1.682549	0.353534	0.159239
0.842000	1.743195	1.738203	0.369358	0.327889
0.844000	1.687494	1.728084	0.195294	0.297225
0.846000	1.586221	1.631954	-0.121186	0.005920
0.848000	1.535584	1.601597	-0.279426	-0.086071
0.850000	1.571030	1.540883	-0.168658	-0.270053
0.852000	1.707749	1.647132	0.258590	0.051916
0.854000	1.738131	1.738203	0.353534	0.327889
0.856000	1.728004	1.723025	0.321886	0.281893
0.858000	1.631794	1.697727	0.021230	0.205234
0.860000	1.525456	1.616775	-0.311074	-0.040075
0.862000	1.565966	1.556061	-0.184482	-0.224057
0.864000	1.657112	1.601597	0.100350	-0.086071
0.866000	1.738131	1.702787	0.353534	0.220566
0.868000	1.743195	1.712906	0.369358	0.251230
0.870000	1.702685	1.743263	0.242766	0.343221
0.872000	1.571030	1.642073	-0.168658	0.036584
0.874000	1.540647	1.566180	-0.263602	-0.193394
0.876000	1.586221	1.566180	-0.121186	-0.193394
0.878000	1.692558	1.652192	0.211118	0.067248
0.880000	1.738131	1.707846	0.353534	0.235898
0.882000	1.733067	1.748322	0.337710	0.358552
0.884000	1.611539	1.677489	-0.042066	0.143907
0.886000	1.540647	1.591478	-0.263602	-0.116735
0.888000	1.576093	1.586418	-0.152834	-0.132066
0.890000	1.636857	1.591478	0.037054	-0.116735
0.892000	1.743195	1.677489	0.369358	0.143907
0.894000	1.743195	1.738203	0.369358	0.327889
0.896000	1.677367	1.728084	0.163646	0.297225
0.898000	1.586221	1.616775	-0.121186	-0.040075
0.900000	1.535584	1.606656	-0.279426	-0.070739
0.902000	1.565966	1.540883	-0.184482	-0.270053
0.904000	1.722940	1.652192	0.306062	0.067248
0.906000	1.743195	1.738203	0.369358	0.327889
0.908000	1.733067	1.728084	0.337710	0.297225
0.910000	1.616603	1.672430	-0.026242	0.128575
0.912000	1.530520	1.611716	-0.295250	-0.055407
0.914000	1.555839	1.545942	-0.216130	-0.254721
0.916000	1.667239	1.616775	0.131998	-0.040075
0.918000	1.738131	1.728084	0.353534	0.297225
0.920000	1.738131	1.712906	0.353534	0.251230
0.922000	1.687494	1.733144	0.195294	0.312557
0.924000	1.555839	1.637013	-0.216130	0.021252
0.926000	1.550775	1.566180	-0.231954	-0.193394
0.928000	1.606475	1.566180	-0.057890	-0.193394
0.930000	1.702685	1.672430	0.242766	0.128575
0.932000	1.738131	1.717965	0.353534	0.266561
0.934000	1.728004	1.758441	0.321886	0.389216
0.936000	1.601412	1.672430	-0.073714	0.128575
0.938000	1.540647	1.581359	-0.263602	-0.147398
0.940000	1.576093	1.581359	-0.152834	-0.147398
0.942000	1.652048	1.611716	0.084526	-0.055407
0.944000	1.738131	1.692668	0.353534	0.189902
0.946000	1.733067	1.738203	0.337710	0.327889
0.948000	1.652048	1.723025	0.084526	0.281893
0.950000	1.571030	1.611716	-0.168658	-0.055407
0.952000	1.550775	1.596537	-0.231954	-0.101403
0.954000	1.581157	1.551002	-0.137010	-0.239389
0.956000	1.728004	1.657251	0.321886	0.082579
0.958000	1.743195	1.738203	0.369358	0.327889
0.960000	1.717876	1.733144	0.290238	0.312557
0.962000	1.611539	1.652192	-0.042066	0.067248
0.964000	1.540647	1.606656	-0.263602	-0.070739
0.966000	1.550775	1.540883	-0.231954	-0.270053
0.968000	1.682431	1.626894	0.179470	-0.009412
0.970000	1.738131	1.733144	0.353534	0.312557
0.972000	1.733067	1.717965	0.337710	0.266561
0.974000	1.667239	1.723025	0.131998	0.281893
0.976000	1.550775	1.642073	-0.231954	0.036584
0.978000	1.550775	1.571240	-0.231954	-0.178062
0.980000	1.616603	1.576299	-0.026242	-0.162730
0.982000	1.728004	1.682549	0.321886	0.159239
0.984000	1.738131	1.712906	0.353534	0.251230
0.986000	1.722940	1.748322	0.306062	0.358552
0.988000	1.596348	1.662311	-0.089538	0.097911
0.990000	1.535584	1.576299	-0.279426	-0.162730
0.992000	1.571030	1.561121	-0.168658	-0.208726
0.994000	1.677367	1.637013	0.163646	0.021252
0.996000	1.738131	1.697727	0.353534	0.205234
0.998000	1.738131	1.743263	0.353534	0.343221
1.000000	1.641921	1.717965	0.052878	0.266561
1.002000	1.550775	1.606656	-0.231954	-0.070739
1.004000	1.565966	1.596537	-0.184482	-0.101403
1.006000	1.606475	1.566180	-0.057890	-0.193394
1.008000	1.733067	1.657251	0.337710	0.082579
1.010000	1.743195	1.738203	0.369358	0.327889
1.012000	1.707749	1.738203	0.258590	0.327889
1.014000	1.606475	1.642073	-0.057890	0.036584
1.016000	1.535584	1.601597	-0.279426	-0.086071
1.018000	1.555839	1.540883	-0.216130	-0.270053
1.020000	1.697622	1.631954	0.226942	0.005920
1.022000	1.743195	1.733144	0.369358	0.312557
1.024000	1.733067	1.728084	0.337710	0.297225
1.026000	1.646985	1.692668	0.068702	0.189902
1.028000	1.545711	1.631954	-0.247778	0.005920
1.030000	1.555839	1.566180	-0.216130	-0.193394
1.032000	1.641921	1.586418	0.052878	-0.132066
1.034000	1.738131	1.707846	0.353534	0.235898
1.036000	1.738131	1.717965	0.353534	0.266561
1.038000	1.717876	1.738203	0.290238	0.327889
1.040000	1.576093	1.657251	-0.152834	0.082579
1.042000	1.535584	1.571240	-0.279426	-0.178062
1.044000	1.576093	1.556061	-0.152834	-0.224057
1.046000	1.682431	1.652192	0.179470	0.067248
1.048000	1.733067	1.707846	0.337710	0.235898
1.050000	1.728004	1.753382	0.321886	0.373884
1.052000	1.621666	1.692668	-0.010418	0.189902
1.054000	1.545711	1.591478	-0.247778	-0.116735
1.056000	1.571030	1.591478	-0.168658	-0.116735
1.058000	1.626730	1.586418	0.005406	-0.132066
1.060000	1.733067	1.662311	0.337710	0.097911
1.062000	1.743195	1.738203	0.369358	0.327889
1.064000	1.692558	1.733144	0.211118	0.312557
1.066000	1.586221	1.626894	-0.121186	-0.009412
